"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorTFIDFCosine record1Value","[0] BookTitleComparatorTFIDFCosine record2Value","[0] BookTitleComparatorTFIDFCosine record1PreprocessedValue","[0] BookTitleComparatorTFIDFCosine record2PreprocessedValue","[0] BookTitleComparatorTFIDFCosine similarity","[0] BookTitleComparatorTFIDFCosine postproccesedSimilarity","[1] BookAuthorComparatorJaccard record1Value","[1] BookAuthorComparatorJaccard record2Value","[1] BookAuthorComparatorJaccard record1PreprocessedValue","[1] BookAuthorComparatorJaccard record2PreprocessedValue","[1] BookAuthorComparatorJaccard similarity","[1] BookAuthorComparatorJaccard postproccesedSimilarity","[2] BookGenreComparatorJaccard record1Value","[2] BookGenreComparatorJaccard record2Value","[2] BookGenreComparatorJaccard record1PreprocessedValue","[2] BookGenreComparatorJaccard record2PreprocessedValue","[2] BookGenreComparatorJaccard similarity","[2] BookGenreComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","Goodreads_books_21786","Amazon_11262","0.0",,"Essential Amazing Spider-Man, Vol. 3","Essential Oils for Pregnancy, Birth & Babies","Essential Amazing Spider-Man, Vol. 3","Essential Oils for Pregnancy, Birth & Babies","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31528","Amazon_18202","0.9999999999999999",,"Rendezvous with Rama","Rendezvous With Rama","Rendezvous with Rama","Rendezvous With Rama","1.0","1.0","Arthur C. Clarke","Arthur C. Clarke","Arthur C. Clarke","Arthur C. Clarke","1.0","1.0","Science Fiction","Science-Fiction","Science Fiction","Science-Fiction","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_27080","Amazon_16231","0.0",,"The Winding Stair","The Wit and Wisdom of Winston Churchill","The Winding Stair","The Wit and Wisdom of Winston Churchill","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_27485","Amazon_4418","0.0",,"The Fate of the Earth","The Fault in Our Stars","The Fate of the Earth","The Fault in Our Stars","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_39205","Amazon_17802","0.9999999999999999",,"The Green Mile, Part 1: The Two Dead Girls","The Green Mile","The Green Mile, Part 1: The Two Dead Girls","The Green Mile","1.0","1.0","Stephen King","Stephen King","Stephen King","Stephen King","1.0","1.0","Horror","Horror","Horror","Horror","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_18178","Amazon_14644","0.0",,"The Come-back Girl","The Complete Chi's Sweet Home Vol. 2","The Come-back Girl","The Complete Chi's Sweet Home Vol. 2","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23204","Amazon_10970","0.0",,"The Bold, Brave Bunny","The Body Keeps the Score","The Bold, Brave Bunny","The Body Keeps the Score","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_25320","Amazon_1795","0.0",,"The Inquisitors' Manual","The Invention of Nature","The Inquisitors' Manual","The Invention of Nature","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_99","Amazon_21948","0.0",,"The Lady Elizabeth","The Land Cruiser Legend","The Lady Elizabeth","The Land Cruiser Legend","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_19556","Amazon_1441","0.1",,"The World As I See It","The World Without Us","The World As I See It","The World Without Us","0.0","0.0","","","","","0.0","0.0","Science","Science","Science","Science","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_8788","Amazon_6503","0.0",,"The Cowards","The Complete Guide to High-Fire Glazes","The Cowards","The Complete Guide to High-Fire Glazes","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3112","Amazon_17130","0.4",,"Archangel's Enigma","Archangel's Legion","Archangel's Enigma","Archangel's Legion","0.0","0.0","Nalini Singh","Nalini Singh","Nalini Singh","Nalini Singh","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_30464","Amazon_4406","0.3",,"Harry Potter and the Prisoner of Azkaban","Harry Potter Box Set: The Complete Collection Children's Paperback","Harry Potter and the Prisoner of Azkaban","Harry Potter Box Set: The Complete Collection Children's Paperback","0.0","0.0","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","1.0","1.0","Childrens","Childrens-Books","Childrens","Childrens-Books","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8441","Amazon_13531","0.0",,"The Great Chain of Being: A Study of the History of an Idea","The Green Witch","The Great Chain of Being: A Study of the History of an Idea","The Green Witch","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32219","Amazon_17386","0.4",,"Archangel's Kiss","Archangel's Blade","Archangel's Kiss","Archangel's Blade","0.0","0.0","Nalini Singh","Nalini Singh","Nalini Singh","Nalini Singh","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_31379","Amazon_13390","0.0",,"The Silver Linings Playbook","The Simpsons Futurama Crossover Crisis","The Silver Linings Playbook","The Simpsons Futurama Crossover Crisis","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_2225","Amazon_13805","0.0",,"The Fountains of Silence","The Four Temperaments","The Fountains of Silence","The Four Temperaments","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_1966","Amazon_4020","0.9999999999999999",,"Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth","Secrets Of The Millionaire Mind","Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth","Secrets Of The Millionaire Mind","1.0","1.0","T. Harv Eker","T. Harv Eker","T. Harv Eker","T. Harv Eker","1.0","1.0","Business","Business","Business","Business","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32316","Amazon_17200","0.1",,"The Secret Keeper","The Sea of Tranquility","The Secret Keeper","The Sea of Tranquility","0.0","0.0","","","","","0.0","0.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_1959","Amazon_17998","0.9999999999999999",,"Voyager","Voyager","Voyager","Voyager","1.0","1.0","Diana Gabaldon","Diana Gabaldon","Diana Gabaldon","Diana Gabaldon","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32946","Amazon_21403","0.0",,"The Demigod Diaries","The Death of Ayrton Senna","The Demigod Diaries","The Death of Ayrton Senna","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_36615","Amazon_17125","0.4",,"Archangel's Blade","Archangel's War","Archangel's Blade","Archangel's War","0.0","0.0","Nalini Singh","Nalini Singh","Nalini Singh","Nalini Singh","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_13252","Amazon_3912","0.0",,"The Commander And The Den Asaan Rautu","The Competitive Strategy","The Commander And The Den Asaan Rautu","The Competitive Strategy","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37149","Amazon_16295","0.3",,"Captivating: Unveiling the Mystery of a Woman's Soul","Captivating Revised and Updated","Captivating: Unveiling the Mystery of a Woman's Soul","Captivating Revised and Updated","0.0","0.0","John Eldredge","John Eldredge","John Eldredge","John Eldredge","1.0","1.0","Religion-Christianity","Religion","Religion-Christianity","Religion","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38434","Amazon_14228","0.8999999999999999",,"Birds, Beasts and Relatives","Birds, Beasts and Relatives","Birds, Beasts and Relatives","Birds, Beasts and Relatives","1.0","1.0","Gerald Durrell","Gerald Durrell","Gerald Durrell","Gerald Durrell","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8961","Amazon_10988","0.6",,"How To Talk To A Widower","How To Talk So Little Kids Will Listen","How To Talk To A Widower","How To Talk So Little Kids Will Listen","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_8203","Amazon_16948","0.9999999999999999",,"The Four Swans","The Four Swans","The Four Swans","The Four Swans","1.0","1.0","Winston Graham","Winston Graham","Winston Graham","Winston Graham","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_26760","Amazon_10294","0.09999999999999999",,"Asterix in Belgium","Asterix: Asterix and the Goths","Asterix in Belgium","Asterix: Asterix and the Goths","0.0","0.0","René Goscinny","Rene Goscinny","René Goscinny","Rene Goscinny","0.3333333333333333","0.3333333333333333","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30986","Amazon_13632","0.7",,"The Power of Myth","The Power of Your Subconscious Mind","The Power of Myth","The Power of Your Subconscious Mind","1.0","1.0","Joseph Campbell","Joseph Murphy","Joseph Campbell","Joseph Murphy","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_7461","Amazon_15624","0.3",,"Minecraft Joke Book","Minecraft Annual 2019","Minecraft Joke Book","Minecraft Annual 2019","0.0","0.0","Mojang AB","Mojang AB","Mojang AB","Mojang AB","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11331","Amazon_13251","0.8999999999999999",,"The Complete Peanuts, Vol. 4: 1957-1958","The Complete Peanuts 1963-1964","The Complete Peanuts, Vol. 4: 1957-1958","The Complete Peanuts 1963-1964","1.0","1.0","Charles M. Schulz","Charles M. Schulz","Charles M. Schulz","Charles M. Schulz","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30102","Amazon_13772","0.0",,"The Seven Chinese Brothers","The Secret Teachings of All Ages","The Seven Chinese Brothers","The Secret Teachings of All Ages","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30658","Amazon_1530","0.6",,"The Mark of Athena","The Making of the Atomic Bomb","The Mark of Athena","The Making of the Atomic Bomb","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32219","Amazon_17396","0.4",,"Archangel's Kiss","Archangel's Consort","Archangel's Kiss","Archangel's Consort","0.0","0.0","Nalini Singh","Nalini Singh","Nalini Singh","Nalini Singh","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32627","Amazon_10257","0.8999999999999999",,"The Walking Dead, Vol. 1: Days Gone Bye","The Walking Dead Volume 3: Safety Behind Bars","The Walking Dead, Vol. 1: Days Gone Bye","The Walking Dead Volume 3: Safety Behind Bars","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_10635","Amazon_1164","0.0",,"The Three Laws of Performance: Rewriting the Future of Your Organization and Your Life","The Theory of Everything","The Three Laws of Performance: Rewriting the Future of Your Organization and Your Life","The Theory of Everything","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3032","Amazon_7596","0.3",,"The Mystery of the Blue Train","The Mysterious Affair at Styles","The Mystery of the Blue Train","The Mysterious Affair at Styles","0.0","0.0","Agatha Christie","Agatha Christie","Agatha Christie","Agatha Christie","1.0","1.0","Mystery-Crime","Crime","Mystery-Crime","Crime","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21069","Amazon_21069","0.4",,"Beautiful Creatures: The Manga","Beautiful Redemption (Book 4)","Beautiful Creatures: The Manga","Beautiful Redemption (Book 4)","0.0","0.0","Kami Garcia","Kami Garcia","Kami Garcia","Kami Garcia","1.0","1.0","Young Adult","Young-Adult","Young Adult","Young-Adult","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32398","Amazon_3119","0.9999999999999999",,"Columbine","Columbine","Columbine","Columbine","1.0","1.0","Dave Cullen","Dave Cullen","Dave Cullen","Dave Cullen","1.0","1.0","Biography","Biography","Biography","Biography","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_33772","Amazon_17161","0.9999999999999999",,"Twice Tempted","Twice Tempted","Twice Tempted","Twice Tempted","1.0","1.0","Jeaniene Frost","Jeaniene Frost","Jeaniene Frost","Jeaniene Frost","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_35837","Amazon_3159","0.9999999999999999",,"Battle Hymn of the Tiger Mother","Battle Hymn of the Tiger Mother","Battle Hymn of the Tiger Mother","Battle Hymn of the Tiger Mother","1.0","1.0","Amy Chua","Amy Chua","Amy Chua","Amy Chua","1.0","1.0","Biography","Biography","Biography","Biography","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_33349","Amazon_4071","0.09999999999999999",,"The Ring of Solomon","The Righteous Mind","The Ring of Solomon","The Righteous Mind","0.0","0.0","Jonathan Stroud","Jonathan Haidt","Jonathan Stroud","Jonathan Haidt","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_34973","Amazon_12851","0.0",,"The Coming of Conan the Cimmerian","The Concise 48 Laws Of Power","The Coming of Conan the Cimmerian","The Concise 48 Laws Of Power","0.0","0.0","Robert E. Howard","Robert Greene","Robert E. Howard","Robert Greene","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_6403","Amazon_9583","0.0",,"The Bishop's Heir","The Bikini Body 28-Day Healthy Eating & Lifestyle Guide","The Bishop's Heir","The Bikini Body 28-Day Healthy Eating & Lifestyle Guide","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33224","Amazon_643","0.0",,"The Mermaid Chair","The Merck Veterinary Manual","The Mermaid Chair","The Merck Veterinary Manual","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31802","Amazon_17691","0.9999999999999999",,"Mistborn Trilogy Boxed Set","Mistborn Trilogy Boxed Set","Mistborn Trilogy Boxed Set","Mistborn Trilogy Boxed Set","1.0","1.0","Brandon Sanderson","Brandon Sanderson","Brandon Sanderson","Brandon Sanderson","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_30469","Amazon_16473","0.1",,"The Red Tent","There Is a God","The Red Tent","There Is a God","0.0","0.0","","","","","0.0","0.0","Religion","Religion","Religion","Religion","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_38237","Amazon_1730","0.9999999999999999",,"Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100","Physics of the Impossible","Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100","Physics of the Impossible","1.0","1.0","Michio Kaku","Michio Kaku","Michio Kaku","Michio Kaku","1.0","1.0","Science","Science","Science","Science","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_9259","Amazon_17812","0.4",,"Harry Potter y el cáliz de fuego","Harry Potter and the Chamber of Secrets - Hufflepuff Edition","Harry Potter y el cáliz de fuego","Harry Potter and the Chamber of Secrets - Hufflepuff Edition","0.0","0.0","J.K. Rowling","J.K. Rowling","J.K. Rowling","J.K. Rowling","1.0","1.0","Fantasy","Fantasy","Fantasy","Fantasy","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_31885","Amazon_3860","0.0",,"The Raven King","The Rational Optimist","The Raven King","The Rational Optimist","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30102","Amazon_785","0.0",,"The Seven Chinese Brothers","The Selective Mutism Resource Manual","The Seven Chinese Brothers","The Selective Mutism Resource Manual","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_924","Amazon_5081","0.0",,"After Rain","After We Fell","After Rain","After We Fell","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_16344","Amazon_15537","0.1",,"The Collected Poems, Vol. 1: 1909-1939","The Complete Works of William Shakespeare (Knickerbocker Classics)","The Collected Poems, Vol. 1: 1909-1939","The Complete Works of William Shakespeare (Knickerbocker Classics)","0.0","0.0","William Carlos Williams","William Shakespeare","William Carlos Williams","William Shakespeare","0.25","0.0","Poetry","Poetry","Poetry","Poetry","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_5330","Amazon_22382","0.0",,"The Songs and Sonets of John Donne","The Solitaire Mystery","The Songs and Sonets of John Donne","The Solitaire Mystery","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_28495","Amazon_14778","0.6",,"The Meaning of It All: Thoughts of a Citizen-Scientist","The Met Office Pocket Cloud Book","The Meaning of It All: Thoughts of a Citizen-Scientist","The Met Office Pocket Cloud Book","1.0","1.0","Richard P. Feynman","Richard Hamblyn","Richard P. Feynman","Richard Hamblyn","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_591","Amazon_11875","0.0","0","The Monkey's Raincoat","The Monuments Men","The Monkey's Raincoat","The Monuments Men","0.0","0.0","Robert Crais","Robert M. Edsel","Robert Crais","Robert M. Edsel","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31558","Amazon_17378","0.4",,"Magic Bleeds","Magic Binds","Magic Bleeds","Magic Binds","0.0","0.0","Ilona Andrews","Ilona Andrews","Ilona Andrews","Ilona Andrews","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_31459","Amazon_11730","0.9999999999999999",,"Hiroshima","Hiroshima","Hiroshima","Hiroshima","1.0","1.0","John Hersey","John Hersey","John Hersey","John Hersey","1.0","1.0","History","History","History","History","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_39155","Amazon_20886","0.8999999999999999",,"A Christmas Carol / The Chimes / The Cricket on the Hearth","A Christmas Carol","A Christmas Carol / The Chimes / The Cricket on the Hearth","A Christmas Carol","1.0","1.0","Charles Dickens","Charles Dickens","Charles Dickens","Charles Dickens","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_559","Amazon_16844","0.9999999999999999",,"The Course of Love","The Course of Love","The Course of Love","The Course of Love","1.0","1.0","Alain de Botton","Alain de Botton","Alain de Botton","Alain de Botton","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_30858","Amazon_3285","0.9999999999999999",,"Into Thin Air: A Personal Account of the Mount Everest Disaster","Into Thin Air","Into Thin Air: A Personal Account of the Mount Everest Disaster","Into Thin Air","1.0","1.0","Jon Krakauer","Jon Krakauer","Jon Krakauer","Jon Krakauer","1.0","1.0","Biography","Biography","Biography","Biography","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_15158","Amazon_2855","0.3",,"American Gun: A History of the U.S. in Ten Firearms","American Sniper","American Gun: A History of the U.S. in Ten Firearms","American Sniper","0.0","0.0","Chris Kyle","Chris Kyle","Chris Kyle","Chris Kyle","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_18741","Amazon_10161","0.8999999999999999",,"The Walking Dead, Compendium 2","The Walking Dead Book 1","The Walking Dead, Compendium 2","The Walking Dead Book 1","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_28715","Amazon_5118","0.0",,"Little Orphant Annie and Other Poems","Little Children's Travel Activity Book","Little Orphant Annie and Other Poems","Little Children's Travel Activity Book","0.0","0.0","James Whitcomb Riley","James Maclaine","James Whitcomb Riley","James Maclaine","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_19734","Amazon_9383","0.0",,"Danielle the Daisy Fairy","Danielle Walker's Against All Grain: Meals Made Simple","Danielle the Daisy Fairy","Danielle Walker's Against All Grain: Meals Made Simple","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30499","Amazon_4842","0.3",,"Watchmen","Watchmen International Edition","Watchmen","Watchmen International Edition","0.0","0.0","Alan Moore","Alan Moore","Alan Moore","Alan Moore","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_29568","Amazon_9262","0.8999999999999999",,"Plenty","Plenty","Plenty","Plenty","1.0","1.0","Yotam Ottolenghi","Yotam Ottolenghi","Yotam Ottolenghi","Yotam Ottolenghi","1.0","1.0","Food and Drink-Food","Food","Food and Drink-Food","Food","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31543","Amazon_3874","0.6",,"The Art of Happiness","The Art of Natural Cheesemaking","The Art of Happiness","The Art of Natural Cheesemaking","1.0","1.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_27620","Amazon_16090","0.0",,"Blood Bath & Beyond","Blood and Silk","Blood Bath & Beyond","Blood and Silk","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3854","Amazon_18608","0.0",,"The Measure of a Man","The Mechanic","The Measure of a Man","The Mechanic","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_6958","Amazon_11107","0.0",,"The November Criminals","The Nourishing Traditions Book of Baby & Child Care","The November Criminals","The Nourishing Traditions Book of Baby & Child Care","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_29568","Amazon_9248","0.3",,"Plenty","Plenty More","Plenty","Plenty More","0.0","0.0","Yotam Ottolenghi","Yotam Ottolenghi","Yotam Ottolenghi","Yotam Ottolenghi","1.0","1.0","Food and Drink-Food","Food","Food and Drink-Food","Food","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","Goodreads_books_20855","Amazon_1260","0.8999999999999999",,"The Science of Interstellar","The Science of Interstellar","The Science of Interstellar","The Science of Interstellar","1.0","1.0","Kip S. Thorne","Kip Thorne","Kip S. Thorne","Kip Thorne","0.6666666666666666","0.6666666666666666","Science","Science","Science","Science","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_2681","Amazon_16308","0.8999999999999999","1","The Wave","The Wave","The Wave","The Wave","1.0","1.0","Todd Strasser","Todd Strasser","Todd Strasser","Todd Strasser","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_19749","Amazon_11159","0.8999999999999999",,"Wired for Love: How Understanding Your Partner's Brain and Attachment Style Can Help You Defuse Conflict and Build a Secure Relationship","Wired for Love","Wired for Love: How Understanding Your Partner's Brain and Attachment Style Can Help You Defuse Conflict and Build a Secure Relationship","Wired for Love","1.0","1.0","Stan Tatkin","Stan Tatkin","Stan Tatkin","Stan Tatkin","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30441","Amazon_18220","0.9999999999999999",,"The Stand","The Stand","The Stand","The Stand","1.0","1.0","Stephen King","Stephen King","Stephen King","Stephen King","1.0","1.0","Horror","Horror","Horror","Horror","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_30713","Amazon_7843","0.9999999999999999",,"'Salem's Lot","'Salem's Lot","'Salem's Lot","'Salem's Lot","1.0","1.0","Stephen King","Stephen King","Stephen King","Stephen King","1.0","1.0","Thriller","Thriller","Thriller","Thriller","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_32282","Amazon_4629","0.8999999999999999",,"What Do People Do All Day?","What Do People Do All Day?","What Do People Do All Day?","What Do People Do All Day?","1.0","1.0","Richard Scarry","Richard Scarry","Richard Scarry","Richard Scarry","1.0","1.0","Childrens-Picture Books","Childrens-Books","Childrens-Picture Books","Childrens-Books","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_22341","Amazon_3047","0.0",,"The Seven Natural Wonders Of The EARTH (My First Travel Books #2)","The Secret Diaries Of Miss Anne Lister: Vol. 1","The Seven Natural Wonders Of The EARTH (My First Travel Books #2)","The Secret Diaries Of Miss Anne Lister: Vol. 1","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_35577","Amazon_22392","0.0",,"The Last Cato","The Last Resort","The Last Cato","The Last Resort","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_16967","Amazon_15568","0.0",,"Dreams of Sex and Stage Diving","Dream Work","Dreams of Sex and Stage Diving","Dream Work","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_6924","Amazon_2284","0.8999999999999999",,"Avatar: The Last Airbender: The Search, Part 3","Avatar: The Last Airbender#the Search Part 3","Avatar: The Last Airbender: The Search, Part 3","Avatar: The Last Airbender#the Search Part 3","1.0","1.0","Gene Luen Yang","Gene Luen Yang","Gene Luen Yang","Gene Luen Yang","1.0","1.0","Sequential Art-Comics","Art","Sequential Art-Comics","Art","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","Goodreads_books_282","Amazon_17120","0.9999999999999999",,"The Darkest Secret","The Darkest Secret","The Darkest Secret","The Darkest Secret","1.0","1.0","Gena Showalter","Gena Showalter","Gena Showalter","Gena Showalter","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_38343","Amazon_3676","0.4",,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance","Superfreakonomics","SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance","Superfreakonomics","0.0","0.0","Stephen J. Dubner","Stephen J. Dubner","Stephen J. Dubner","Stephen J. Dubner","1.0","1.0","Business","Business","Business","Business","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_18741","Amazon_10137","0.8999999999999999",,"The Walking Dead, Compendium 2","The Walking Dead Compendium Volume 2","The Walking Dead, Compendium 2","The Walking Dead Compendium Volume 2","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_9445","Amazon_11449","0.9999999999999999",,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman","The 4-Hour Body","The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman","The 4-Hour Body","1.0","1.0","Timothy Ferriss","Timothy Ferriss","Timothy Ferriss","Timothy Ferriss","1.0","1.0","Health","Health","Health","Health","1.0","1.0"
